name,gs_email,interest,topic
"Demmler, Daniel",@crisp-da.de,privacy,Security
"Demmler, Daniel",@crisp-da.de,secure computation,Security
"Demmler, Daniel",@crisp-da.de,applied cryptography,Security
"Demner, Dina",,biomedical informatics,
"Demner, Dina",,information retrieval,DB
"Demner, Dina",,natural language processing,Data
"Deng, Cheng",@mail.xidian.edu.cn,computer vision,
"Deng, Cheng",@mail.xidian.edu.cn,pattern recognition,
"Deng, Cheng",@mail.xidian.edu.cn,multimedia processing and analysis,
"Deng, Dingxiong",@usc.edu,spatial data management,
"Deng, Dingxiong",@usc.edu,spatial crowdsourcing,
"Deng, Dingxiong",@usc.edu,data mining,Data
"Deng, Dong",@csail.mit.edu,data management,DB
"Deng, Dong",@csail.mit.edu,data curation,
"Deng, Dong",@csail.mit.edu,database usability,DB
"Deng, Hongbo",@yahoo-inc.com,information retrieval,DB
"Deng, Hongbo",@yahoo-inc.com,data mining,Data
"Deng, Hongbo",@yahoo-inc.com,machine learning,Data
"Deng, Hongbo",@yahoo-inc.com,natural language processing,Data
"Deng, Nan",@deng.email,distributed systems,Concurrency
"Deng, Nan",@deng.email,computer systems,
"Deng, Nan",@deng.email,performance models,
"Deng, Nan",@deng.email,sustainable computing,Energy
"Deng, Shuiguang",@zju.edu.cn,service computing,
"Deng, Shuiguang",@zju.edu.cn,business process management,
"Deng, Shuiguang",@zju.edu.cn,mobile computing,
"Deng, Xiaohong",@unsw.edu.au,big data,Data
"Deng, Xiaohong",@unsw.edu.au,networking,Network
"Deng, Yuefan",@stonybrook.edu,parallel computing,Concurrency
"Deng, Yuefan",@stonybrook.edu,monte carlo methods,
"Deng, Yuefan",@stonybrook.edu,task mapping,OS
"Deng, Yuefan",@stonybrook.edu,interconnection networks,Network
"Deng, Yuefan",@stonybrook.edu,biomedical engineering,
"Deng, Yuhui",@jnu.edu.cn,green computing,Energy
"Deng, Yuhui",@jnu.edu.cn,information storage,Storage
"Deng, Yuhui",@jnu.edu.cn,cluster computing,Concurrency
"Deng, Yuhui",@jnu.edu.cn,cloud computing,Cloud
"Deng, Zhaoxia",@cs.ucsb.edu,computer architecture,Architecture
"Denning, Tamara",@cs.utah.edu,computer security & privacy,Security
"Denning, Tamara",@cs.utah.edu,human-computer interaction,
"Denoyer, Ludovic",@lip6.fr,machine learning,Data
"Denoyer, Ludovic",@lip6.fr,reinforcement learning,Data
"Denoyer, Ludovic",@lip6.fr,deep learning,Data
"Denton, Anne",@ndsu.edu,data mining,Data
"Derler, David",@iaik.tugraz.at,cryptography,Security
"Derler, David",@iaik.tugraz.at,privacy,Security
"Derler, David",@iaik.tugraz.at,information security,Security
"Derr, Erik",@cs.uni-saarland.de,security,Security
"Derr, Erik",@cs.uni-saarland.de,mobile security,Security
"Derr, Erik",@cs.uni-saarland.de,code analysis,
"Desell, Travis",@cs.und.edu,evolutionary algorithms,
"Desell, Travis",@cs.und.edu,neural networks,Data
"Desell, Travis",@cs.und.edu,scientific computing,HPC
"Desell, Travis",@cs.und.edu,high-performance computing,HPC
"Deshpande, Amol",@cs.umd.edu,databases,DB
"Deslippe, Jack",@lbl.gov,high-performance computing,HPC
"Deslippe, Jack",@lbl.gov,physics,
"Deslippe, Jack",@lbl.gov,materials science,
"Deslippe, Jack",@lbl.gov,chemistry,
"Desnoyers, Peter",@ccs.neu.edu,operating systems,OS
"Desnoyers, Peter",@ccs.neu.edu,storage systems,Storage
"Desprez, Frederic",@inria.fr,high-performance computing,HPC
"Desprez, Frederic",@inria.fr,distributed systems,Concurrency
"Desprez, Frederic",@inria.fr,parallel computing,Concurrency
"Desprez, Frederic",@inria.fr,scheduling,OS
"Desprez, Frederic",@inria.fr,cloud computing,Cloud
"Dessouky, Ghada",@trust.tu-darmstadt.de,secure computation,Security
"Dessouky, Ghada",@trust.tu-darmstadt.de,hardware security,Security
"Dessouky, Ghada",@trust.tu-darmstadt.de,reconfigurable and fpga-based computing,GPGPU
"Dessouky, Ghada",@trust.tu-darmstadt.de,embedded systems,
"Deutch, Daniel",@post.tau.ac.il,databases,DB
"Deutch, Daniel",@post.tau.ac.il,web data management,Data
"Deutsch, Alin",@eng.ucsd.edu,databases,DB
"Devadas, Srinivas",@mit.edu,security,Security
"Devadas, Srinivas",@mit.edu,computer architecture,Architecture
"Devadas, Srinivas",@mit.edu,computer-aided design,
"Deveci, Mehmet",@sandia.gov,high-performance computing,HPC
"Deveci, Mehmet",@sandia.gov,bioinformatics,HPC
"Devismes, Stéphane",@imag.fr,distributed systems,Concurrency
"Devismes, Stéphane",@imag.fr,self-stabilization,
"Dey, Akon",@sydney.edu.au,database systems,DB
"Dey, Akon",@sydney.edu.au,transaction management,
"Dey, Akon",@sydney.edu.au,big data,Data
"Dey, Akon",@sydney.edu.au,benchmarking,Benchmark
"Dey, Akon",@sydney.edu.au,stream processing,
"Dhamdhere, Amogh",@caida.org,internet measurement,Benchmark
"Dhamdhere, Amogh",@caida.org,internet topology,Network
"Dhamdhere, Amogh",@caida.org,internet economics,
"Dhamdhere, Amogh",@caida.org,network management and troubleshooting,Network
"Dhar, Anindya Sundar",@ece.iitkgp.ernet.in,vlsi architecture design,Architecture
"Dhara, Souvik",@tue.nl,random graphs,
"Dhara, Souvik",@tue.nl,stochastic processes,
"Dhara, Souvik",@tue.nl,networking,Network
"Dhara, Souvik",@tue.nl,queuing theory,Network
"Dhekne, Ashutosh",@illinois.edu,wireless networking,Network
"Dhekne, Ashutosh",@illinois.edu,mobility,
"Dhillon, Inderjit",@cs.utexas.edu,machine learning,Data
"Dhillon, Inderjit",@cs.utexas.edu,big data analytics,Data
"Dhillon, Inderjit",@cs.utexas.edu,data mining,Data
"Dhillon, Inderjit",@cs.utexas.edu,numerical linear algebra,HPC
"Dhillon, Inderjit",@cs.utexas.edu,computational mathematics,HPC
"Dhulipala, Laxman",@cs.cmu.edu,algorithms,
"Dhulipala, Laxman",@cs.cmu.edu,parallelism,Concurrency
"Dhurandhar, Amit",@us.ibm.com,artificial intelligence,
"Dhurandhar, Amit",@us.ibm.com,machine learning,Data
"Dhurandhar, Amit",@us.ibm.com,data mining,Data
"Di, Sheng",@anl.gov,data compression,Network
"Di, Sheng",@anl.gov,high-performance computing,HPC
"Di, Sheng",@anl.gov,cloud/grid computing,Cloud
"Di, Sheng",@anl.gov,peer-to-peer systems,Network
"Di, Sheng",@anl.gov,fault tolerance,Security
"Diaconescu, Ada",@telecom-paristech.fr,autonomic computing,
"Diaconescu, Ada",@telecom-paristech.fr,organic computing,
"Diaconescu, Ada",@telecom-paristech.fr,self-organising and self-adaptive systems,
"Diaconescu, Ada",@telecom-paristech.fr,software engineering,
"Diaconescu, Ada",@telecom-paristech.fr,distributed application,Concurrency
"Diao, Yanlei",@cs.umass.edu,databases and big data analytics,DB
"Diaz, Claudia",@esat.kuleuven.be,privacy technologies,Security
"Diaz-Montes, Javier",@rdi2.rutgers.edu,cloud computing,Cloud
"Diaz-Montes, Javier",@rdi2.rutgers.edu,autonomic computing,
"Diaz-Montes, Javier",@rdi2.rutgers.edu,computational grids,Cloud
"Diaz-Montes, Javier",@rdi2.rutgers.edu,scheduling,OS
"Diaz-Montes, Javier",@rdi2.rutgers.edu,middleware,OS
"Dicarlo, Leonardo",@tudelft.nl,superconducting quantum circuits,
"Dicarlo, Leonardo",@tudelft.nl,quantum computation and information,
"Dice, David",@oracle.com,concurrency,Concurrency
"Dice, David",@oracle.com,memory allocation,OS
"Dice, David",@oracle.com,operating systems,OS
"Dice, David",@oracle.com,transactional memory,Concurrency
"Dice, David",@oracle.com,locks,Concurrency
"Dickerson, Thomas",@cs.brown.edu,algorithms & data structures,
"Dickerson, Thomas",@cs.brown.edu,high-performance computing,HPC
"Dickerson, Thomas",@cs.brown.edu,simulation & modeling,Benchmark
"Didona, Diego",@epfl.ch,performance evaluation,Benchmark
"Didona, Diego",@epfl.ch,autonomic computing,
"Didona, Diego",@epfl.ch,transactional systems,DB
"Didona, Diego",@epfl.ch,scheduling,OS
"Didona, Diego",@epfl.ch,geo-replication,
"Diener, Matthias",@illinois.edu,computer architecture,Architecture
"Diener, Matthias",@illinois.edu,parallel processing,Concurrency
"Diener, Matthias",@illinois.edu,high-performance computing,HPC
"Diener, Matthias",@illinois.edu,cloud computing,Cloud
"Dietrich, Christian",@sra.uni-hannover.de,operating systems,OS
"Dietrich, Christian",@sra.uni-hannover.de,variability,
"Dietrich, Christian",@sra.uni-hannover.de,dependability,Security
"Dietrich, Christian",@sra.uni-hannover.de,static analysis,Compilers
"Dietz, Laura",@unh.edu,information retrieval,DB
"Dietz, Laura",@unh.edu,information extraction,
"Dietz, Laura",@unh.edu,knowledge bases,
"Dietz, Laura",@unh.edu,topic models,Data
"Dietz, Laura",@unh.edu,probabilistic models,
"Dietzel, Christoph",@inet.tu-berlin.de,internet routing,Network
"Dietzel, Christoph",@inet.tu-berlin.de,internet measurements,Benchmark
"Dietzel, Christoph",@inet.tu-berlin.de,ddos,Security
"Dietzel, Christoph",@inet.tu-berlin.de,software-defined networking,Network
"Difallah, Djellel Eddine",@nyu.edu,database systems,DB
"Difallah, Djellel Eddine",@nyu.edu,big data,Data
"Difallah, Djellel Eddine",@nyu.edu,human computation,
"Difallah, Djellel Eddine",@nyu.edu,machine learning,Data
"Dig, Danny",@illinois.edu,software engineering,
"Dig, Danny",@illinois.edu,refactoring,
"Dig, Danny",@illinois.edu,program analysis,Compilers
"Dig, Danny",@illinois.edu,parallel programming,Concurrency
"Dig, Danny",@illinois.edu,mobile computing,
"Dijk, Marten Van",@uconn.edu,security,Security
"Dijk, Marten Van",@uconn.edu,computer architecture,Architecture
"Dijk, Marten Van",@uconn.edu,cryptography,Security
"Dijk, Marten Van",@uconn.edu,information theory,Network
"Dijk, Marten Van",@uconn.edu,coding theory,
"Dillig, Isil",@cs.utexas.edu,programming languages,Compilers
"Dillig, Isil",@cs.utexas.edu,formal methods,
"Dillig, Isil",@cs.utexas.edu,software engineering,
"Dillig, Isil",@cs.utexas.edu,security,Security
"Dillig, Thomas",@cs.utexas.edu,programming languages,Compilers
"Dillig, Thomas",@cs.utexas.edu,formal methods,
"Dillig, Thomas",@cs.utexas.edu,software engineering,
"Dillig, Thomas",@cs.utexas.edu,security,Security
"Dimić, Vladimir",@bsc.es,computer architecture,Architecture
"Dimopoulos, Stratos",@cs.ucsb.edu,big data analytics,Data
"Dimopoulos, Stratos",@cs.ucsb.edu,cloud computing,Cloud
"Dimoulas, Christos",@seas.harvard.edu,programming languages,Compilers
"Dinan, James",@intel.com,high-performance computing,HPC
"Dinan, James",@intel.com,parallel programming,Concurrency
"Dincer, B. Taner",@mu.edu.tr,information retrieval,DB
"Dincer, B. Taner",@mu.edu.tr,ir evaluation,
"Dincer, B. Taner",@mu.edu.tr,statistical/probabilistic models,
"Dincer, B. Taner",@mu.edu.tr,natural language processing,Data
"Dinda, Peter",@northwestern.edu,computer systems,
"Dinda, Peter",@northwestern.edu,high-performance computing,HPC
"Dinda, Peter",@northwestern.edu,networking,Network
"Ding, Bolin",@microsoft.com,databases,DB
"Ding, Bolin",@microsoft.com,data mining,Data
"Ding, Bolin",@microsoft.com,data privacy,Security
"Ding, Bolin",@microsoft.com,algorithms,
"Ding, Caiwen",@syr.edu,neuromorphic computing,
"Ding, Caiwen",@syr.edu,energy harvesting,Energy
"Ding, Caiwen",@syr.edu,cad,
"Ding, Chen",@cs.rochester.edu,programming languages and systems,Compilers
"Ding, Cong",@cs.cornell.edu,distributed systems,Concurrency
"Ding, Ning",@purdue.edu,smartphone,
"Ding, Ning",@purdue.edu,mobile network,Network
"Ding, Ning",@purdue.edu,cloud computing,Cloud
"Ding, Shuai",@cis.poly.edu,information retrieval,DB
"Ding, Shuai",@cis.poly.edu,search engine performance optimization,
"Ding, Shuai",@cis.poly.edu,index compression,
"Ding, Shuai",@cis.poly.edu,topk query processing,
"Ding, Wei",@cse.psu.edu,compiler optimization,Compilers
"Ding, Wei",@cse.psu.edu,memory optimization,
"Ding, Wei",@cse.psu.edu,data locality,
"Ding, Wei",@cse.psu.edu,loop optimization,Compilers
"Ding, Wei",@cse.psu.edu,high-performance computing,HPC
"Ding, Wei",@umb.edu,data mining,Data
"Ding, Wei",@umb.edu,artificial intelligence,
"Ding, Wei",@umb.edu,machine learning,Data
"Ding, Wei",@umb.edu,computational linguistic,
"Ding, Xuhua",@smu.edu.sg,trustworthy systems,Security
"Ding, Xuhua",@smu.edu.sg,privacy preserving,Security
"Ding, Yi",@uchicago.edu,machine learning,Data
"Ding, Yi",@uchicago.edu,causal inference,Data
"Ding, Ying",@indiana.edu,scholarly communication,
"Ding, Ying",@indiana.edu,bibliometrics,
"Ding, Ying",@indiana.edu,semantic web,Data
"Ding, Ying",@indiana.edu,data science,Data
"Ding, Ying",@indiana.edu,knowledge graph,
"Dinh, Thang N.",@vcu.edu,social networks,
"Dinh, Thang N.",@vcu.edu,cybersecurity,Security
"Dinh, Thang N.",@vcu.edu,critical infrastructures,
"Dinh, Thang N.",@vcu.edu,biological networks,
"Dinh, Thang N.",@vcu.edu,approximation algorithms,
"Dinu, Florin",@epfl.ch,cloud computing,Cloud
"Dinu, Florin",@epfl.ch,big data,Data
"Dinu, Florin",@epfl.ch,computer networks,Network
"Distefano, Salvatore",@unime.it,performance and reliability evaluation,
"Distefano, Salvatore",@unime.it,dependability,Security
"Distefano, Salvatore",@unime.it,stochastic modeling,
"Distefano, Salvatore",@unime.it,distributed computing (crowdsourcing cloud iot),
"Distefano, Salvatore",@unime.it,sw,
"Dittrich, Jens",@cs.uni-saarland.de,databases,DB
"Dittrich, Jens",@cs.uni-saarland.de,big data,Data
"Dittrich, Jens",@cs.uni-saarland.de,indexing,
"Dittrich, Jens",@cs.uni-saarland.de,mapreduce,Data
"Dittrich, Jens",@cs.uni-saarland.de,new architectures for data management,Architecture
"Diwan, Amer",@google.com,performance analysis,Benchmark
"Diwan, Amer",@google.com,compilers,Compilers
"Diwan, Amer",@google.com,run-time systems,OS
"Diwan, Amer",@google.com,programmer productivity tools,Compilers
"Djidjev, Hristo",@lanl.gov,graph algorithms,HPC
"Djordjevic, Ivan B.",@ece.arizona.edu,optical communications,Network
"Djordjevic, Ivan B.",@ece.arizona.edu,channel coding,
"Djordjevic, Ivan B.",@ece.arizona.edu,detection,
"Djordjevic, Ivan B.",@ece.arizona.edu,quantum error correction,
"Djordjevic, Ivan B.",@ece.arizona.edu,quantum biology,
"Djuric, Nemanja",@temple.edu,artificial intelligence,
"Djuric, Nemanja",@temple.edu,machine learning,Data
"Djuric, Nemanja",@temple.edu,data mining,Data
"Do, Trong Dinh Thac",@student.uts.edu.au,machine learning,Data
"Do, Trong Dinh Thac",@student.uts.edu.au,bayesian network,
"Do, Trong Dinh Thac",@student.uts.edu.au,statistics,
"Doallo, Ramon",@udc.es,computer architecture,Architecture
"Doallo, Ramon",@udc.es,high-performance computing,HPC
"Doan, Anhai",@cs.wisc.edu,data integration,DB
"Doan, Anhai",@cs.wisc.edu,data science,Data
"Doan, Anhai",@cs.wisc.edu,big data,Data
"Doan, Anhai",@cs.wisc.edu,crowdsourcing,
"Doan, Anhai",@cs.wisc.edu,data-centric software eco-systems,
"Dobre, Ciprian",@cs.pub.ro,mobile computing,
"Dobre, Ciprian",@cs.pub.ro,mobile applications,
"Dobre, Ciprian",@cs.pub.ro,pervasive systems,
"Dobre, Ciprian",@cs.pub.ro,monitoring tools,
"Dobre, Ciprian",@cs.pub.ro,context awareness,
"Doerfler, Periwinkle",@nyu.edu,security and privacy,Security
"Doerfler, Periwinkle",@nyu.edu,applied machine learning,Data
"Doerr, Benjamin",@mpi-inf.mpg.de,randomized algorithms,
"Doerr, Benjamin",@mpi-inf.mpg.de,epidemic algorithms,
"Doerr, Benjamin",@mpi-inf.mpg.de,evolutionary algorithms,
"Doerr, Benjamin",@mpi-inf.mpg.de,optimization,
"Doerr, Benjamin",@mpi-inf.mpg.de,discrete mathematics,
"Doerr, Carola",@mpi-inf.mpg.de,randomized algorithms,
"Doerr, Carola",@mpi-inf.mpg.de,query complexity,
"Doerr, Carola",@mpi-inf.mpg.de,theory of randomized search heuristics,
"Doerr, Carola",@mpi-inf.mpg.de,geometric discrepancies,
"Dogan, Halit",@uconn.edu,computer architecture,Architecture
"Dogar, Fahad",@cs.tufts.edu,networking,Network
"Dogar, Fahad",@cs.tufts.edu,distributed systems,Concurrency
"Dogar, Fahad",@cs.tufts.edu,mobile computing,
"Dolan-Gavitt, Brendan",@nyu.edu,security,Security
"Dolev, Danny",@mail.huji.ac.il,distributed systems,Concurrency
"Dolev, Danny",@mail.huji.ac.il,fault tolerance,Security
"Dolev, Danny",@mail.huji.ac.il,networking,Network
"Dolev, Danny",@mail.huji.ac.il,security,Security
"Dolev, Shlomi",@cs.bgu.ac.il,distributed computing,Concurrency
"Dolev, Shlomi",@cs.bgu.ac.il,self-stabilization,
"Dolev, Shlomi",@cs.bgu.ac.il,networking,Network
"Dolev, Shlomi",@cs.bgu.ac.il,cryptography-security,Security
"Dolev, Shlomi",@cs.bgu.ac.il,optical-computing,Architecture
"Dolz, Manuel",@inf.uc3m.es,high-performance computing,HPC
"Dolz, Manuel",@inf.uc3m.es,energy efficiency,Energy
"Dolz, Manuel",@inf.uc3m.es,parallel programming,Concurrency
"Dolz, Manuel",@inf.uc3m.es,linear algebra,
"Domeniconi, Carlotta",@cs.gmu.edu,machine learning,Data
"Domeniconi, Carlotta",@cs.gmu.edu,data mining,Data
"Domeniconi, Carlotta",@cs.gmu.edu,clustering,Data
"Domeniconi, Carlotta",@cs.gmu.edu,classification,Data
"Domeniconi, Carlotta",@cs.gmu.edu,ensemble methods,Data
"Domingo-Ferrer, Josep",@urv.cat,data privacy,Security
"Domingo-Ferrer, Josep",@urv.cat,data security,Security
"Domingo-Ferrer, Josep",@urv.cat,statistical disclosure control,
"Domingo-Ferrer, Josep",@urv.cat,cryptography,Security
"Domke, Jens",@m.titech.ac.jp,hpc interconnects (routing+topologies),Network
"Domke, Jens",@m.titech.ac.jp,infiniband,Network
"Domke, Jens",@m.titech.ac.jp,omni-path,
"Domke, Jens",@m.titech.ac.jp,cee,
"Domke, Jens",@m.titech.ac.jp,software-defined networking,Network
"Donaldson, Alastair",@imperial.ac.uk,multicore programming,Concurrency
"Donaldson, Alastair",@imperial.ac.uk,formal verification,
"Donaldson, Alastair",@imperial.ac.uk,gpgpu,GPGPU
"Donaldson, Alastair",@imperial.ac.uk,concurrency,Concurrency
"Donaldson, Alastair",@imperial.ac.uk,programming languages,Compilers
"Donato, Debora",@acm.org,webir,
"Donato, Debora",@acm.org,data mining,Data
"Donato, Debora",@acm.org,machine learning,Data
"Donato, Debora",@acm.org,graph mining,
"Dong, Bin",@lbl.gov,parallel storage/computing,Concurrency
"Dong, Bin",@lbl.gov,parallel sorting,Concurrency
"Dong, Bin",@lbl.gov,parallel data index,
"Dong, Bin",@lbl.gov,scientific data analysis,HPC
"Dong, Bin",@lbl.gov,machine learning,Data
"Dong, Changyu",@newcastle.ac.uk,security,Security
"Dong, Changyu",@newcastle.ac.uk,privacy,Security
"Dong, Changyu",@newcastle.ac.uk,applied cryptography,Security
"Dong, Changyu",@newcastle.ac.uk,security policies,Security
"Dong, Changyu",@newcastle.ac.uk,access control,
"Dong, Dezun",@nudt.edu.cn,hpc networking,Network
"Dong, Dezun",@nudt.edu.cn,network-on-chip,Architecture
"Dong, Dezun",@nudt.edu.cn,wireless networking,Network
"Dong, Guozhu",@wright.edu,data science,Data
"Dong, Guozhu",@wright.edu,data mining,Data
"Dong, Guozhu",@wright.edu,machine learning,Data
